source_node	target_node	Source Node Attribute	Target Node Attribute
3I1T-A	3I1T-L	lncRNA	protein
3I1N-A	3I1N-I	lncRNA	protein
3I1T-A	3I1T-M	lncRNA	protein
3E1D-B	3E1D-Q	lncRNA	protein
3I1R-A	3I1R-O	lncRNA	protein
3FIK-B	3FIK-R	lncRNA	protein
2WWQ-B	2WWQ-C	lncRNA	protein
3I1R-A	3I1R-W	lncRNA	protein
3E1D-B	3E1D-L	lncRNA	protein
3I20-A	3I20-1	lncRNA	protein
3I22-A	3I22-X	lncRNA	protein
3E1D-B	3E1D-4	lncRNA	protein
3FIK-B	3FIK-U	lncRNA	protein
3I20-A	3I20-J	lncRNA	protein
3I1T-A	3I1T-4	lncRNA	protein
3E1B-B	3E1B-S	lncRNA	protein
3FIK-B	3FIK-5	lncRNA	protein
3I1P-A	3I1P-2	lncRNA	protein
3I20-A	3I20-V	lncRNA	protein
3I1T-A	3I1T-P	lncRNA	protein
3I1T-A	3I1T-3	lncRNA	protein
3I1R-A	3I1R-K	lncRNA	protein
3I20-A	3I20-X	lncRNA	protein
3CW1-V	3CW1-G	lncRNA	protein
3CW1-V	3CW1-B	lncRNA	protein
3CW1-W	3CW1-T	lncRNA	protein
3CW1-V	3CW1-P	lncRNA	protein
3CW1-X	3CW1-Y	lncRNA	protein
3CW1-X	3CW1-2	lncRNA	protein
3CW1-X	3CW1-5	lncRNA	protein
3CW1-V	3CW1-K	lncRNA	protein
3CW1-X	3CW1-J	lncRNA	protein
3CW1-V	3CW1-9	lncRNA	protein
1HQ1-B	1HQ1-A	lncRNA	protein
1DUL-B	1DUL-A	lncRNA	protein
2NQP-F	2NQP-C	lncRNA	protein
2AZ2-C	2AZ2-A	lncRNA	protein
2HGH-B	2HGH-A	lncRNA	protein
2R92-T	2R92-B	lncRNA	protein
2R92-T	2R92-A	lncRNA	protein
3I8H-A	3I8H-P	lncRNA	protein
3I8H-A	3I8H-N	lncRNA	protein
3I8H-A	3I8H-M	lncRNA	protein
3I8H-A	3I8H-I	lncRNA	protein
3I8H-A	3I8H-L	lncRNA	protein
3I8H-A	3I8H-F	lncRNA	protein
3I8H-A	3I8H-O	lncRNA	protein
3I8H-A	3I8H-J	lncRNA	protein
3I8H-A	3I8H-W	lncRNA	protein
3I8H-A	3I8H-Q	lncRNA	protein
3I8H-A	3I8H-T	lncRNA	protein
3I8H-A	3I8H-X	lncRNA	protein
3I8H-A	3I8H-U	lncRNA	protein
3I8H-A	3I8H-V	lncRNA	protein
3I8H-A	3I8H-S	lncRNA	protein
3I8H-A	3I8H-K	lncRNA	protein
3I8H-A	3I8H-E	lncRNA	protein
3I8H-A	3I8H-R	lncRNA	protein
3I8H-A	3I8H-H	lncRNA	protein
3I8H-A	3I8H-G	lncRNA	protein
3D5B-B	3D5B-3	lncRNA	protein
3F1F-B	3F1F-G	lncRNA	protein
3D5D-B	3D5D-0	lncRNA	protein
3D5B-B	3D5B-Q	lncRNA	protein
3D5D-B	3D5D-S	lncRNA	protein
3F1F-B	3F1F-S	lncRNA	protein
3F1H-B	3F1H-Z	lncRNA	protein
2B2D-S	2B2D-C	lncRNA	protein
2IZN-R	2IZN-A	lncRNA	protein
1R3E-E	1R3E-A	lncRNA	protein
2OM7-J	2OM7-K	lncRNA	protein
3KS8-F	3KS8-A	lncRNA	protein
2OM7-F	2OM7-L	lncRNA	protein
1N32-Y	1N32-L	lncRNA	protein
3BO1-E	3BO1-A	lncRNA	protein
2B2E-R	2B2E-C	lncRNA	protein
2WRI-X	2WRI-K	lncRNA	protein
2XFZ-X	2XFZ-C	lncRNA	protein
2WRI-X	2WRI-L	lncRNA	protein
2WRI-X	2WRI-G	lncRNA	protein
2XFZ-X	2XFZ-Y	lncRNA	protein
2WRI-X	2WRI-Y	lncRNA	protein
2XFZ-X	2XFZ-E	lncRNA	protein
2XFZ-X	2XFZ-D	lncRNA	protein
1ZE2-D	1ZE2-B	lncRNA	protein
1ZE2-C	1ZE2-A	lncRNA	protein
3KIY-A	3KIY-R	lncRNA	protein
3KIY-A	3KIY-U	lncRNA	protein
3KIR-A	3KIR-3	lncRNA	protein
2XG0-A	2XG0-G	lncRNA	protein
3KIT-A	3KIT-F	lncRNA	protein
3KIR-A	3KIR-H	lncRNA	protein
3KIT-A	3KIT-G	lncRNA	protein
2XG0-A	2XG0-5	lncRNA	protein
3KIR-A	3KIR-X	lncRNA	protein
3KIW-A	3KIW-0	lncRNA	protein
3KIY-A	3KIY-E	lncRNA	protein
2XG0-A	2XG0-P	lncRNA	protein
3KIW-A	3KIW-Q	lncRNA	protein
3KIR-A	3KIR-2	lncRNA	protein
3KIR-A	3KIR-S	lncRNA	protein
3KIW-A	3KIW-V	lncRNA	protein
2XG2-A	2XG2-V	lncRNA	protein
3KIY-A	3KIY-D	lncRNA	protein
2XG2-A	2XG2-W	lncRNA	protein
3KIR-A	3KIR-6	lncRNA	protein
3KIT-A	3KIT-I	lncRNA	protein
3KIY-A	3KIY-7	lncRNA	protein
3KIY-A	3KIY-Y	lncRNA	protein
2XG0-A	2XG0-N	lncRNA	protein
3KIY-A	3KIY-J	lncRNA	protein
3KIY-A	3KIY-9	lncRNA	protein
2XG0-A	2XG0-C	lncRNA	protein
3KIR-A	3KIR-8	lncRNA	protein
3KIT-A	3KIT-Z	lncRNA	protein
3KIT-A	3KIT-T	lncRNA	protein
3KIW-A	3KIW-7	lncRNA	protein
2XG2-A	2XG2-1	lncRNA	protein
3KIY-A	3KIY-O	lncRNA	protein
3MUM-R	3MUM-P	lncRNA	protein
3MUR-R	3MUR-P	lncRNA	protein
3KNI-B	3KNI-3	lncRNA	protein
2XG0-B	2XG0-G	lncRNA	protein
2X9U-B	2X9U-G	lncRNA	protein
2WDL-B	2WDL-Q	lncRNA	protein
3KNI-B	3KNI-Q	lncRNA	protein
2J01-B	2J01-0	lncRNA	protein
2J03-B	2J03-Q	lncRNA	protein
2WDJ-B	2WDJ-S	lncRNA	protein
2X9U-B	2X9U-S	lncRNA	protein
2WDL-B	2WDL-0	lncRNA	protein
2X9U-B	2X9U-0	lncRNA	protein
2XG2-B	2XG2-4	lncRNA	protein
2WDI-B	2WDI-Z	lncRNA	protein
1IBL-Y	1IBL-L	lncRNA	protein
1X1L-A	1X1L-X	lncRNA	protein
1RPU-D	1RPU-B	lncRNA	protein
1PNS-U	1PNS-L	lncRNA	protein
1PNS-U	1PNS-C	lncRNA	protein
1PNS-U	1PNS-E	lncRNA	protein
1VSP-W	1VSP-L	lncRNA	protein
1VSP-W	1VSP-O	lncRNA	protein
1VSA-W	1VSA-X	lncRNA	protein
1VSA-W	1VSA-D	lncRNA	protein
1VSA-W	1VSA-F	lncRNA	protein
1VSA-W	1VSA-E	lncRNA	protein
1VSP-W	1VSP-Y	lncRNA	protein
1VSP-W	1VSP-K	lncRNA	protein
1VSA-W	1VSA-R	lncRNA	protein
1VSA-W	1VSA-U	lncRNA	protein
1VSA-W	1VSA-C	lncRNA	protein
1VSP-W	1VSP-J	lncRNA	protein
1VSA-W	1VSA-K	lncRNA	protein
1VSA-W	1VSA-W	lncRNA	protein
1VSP-W	1VSP-M	lncRNA	protein
1VSA-W	1VSA-P	lncRNA	protein
1VSP-W	1VSP-B	lncRNA	protein
1VSA-W	1VSA-Q	lncRNA	protein
1VSP-W	1VSP-G	lncRNA	protein
1VSP-W	1VSP-S	lncRNA	protein
1VSP-W	1VSP-H	lncRNA	protein
1VSA-W	1VSA-B	lncRNA	protein
1VSP-W	1VSP-A	lncRNA	protein
1VSA-W	1VSA-A	lncRNA	protein
1VSP-W	1VSP-T	lncRNA	protein
1VSA-W	1VSA-N	lncRNA	protein
1VSP-W	1VSP-Z	lncRNA	protein
1VSA-W	1VSA-V	lncRNA	protein
1VSA-W	1VSA-H	lncRNA	protein
1VSP-W	1VSP-I	lncRNA	protein
2ZH4-B	2ZH4-A	lncRNA	protein
1TRJ-C	1TRJ-A	lncRNA	protein
2PLY-C	2PLY-A	lncRNA	protein
1WSU-G	1WSU-A	lncRNA	protein
3E1C-M	3E1C-C	lncRNA	protein
3E1C-M	3E1C-O	lncRNA	protein
3E1C-M	3E1C-D	lncRNA	protein
3E1C-M	3E1C-U	lncRNA	protein
3E1C-M	3E1C-Q	lncRNA	protein
3E1C-M	3E1C-S	lncRNA	protein
3E1C-M	3E1C-R	lncRNA	protein
1URN-R	1URN-C	lncRNA	protein
2ZH3-B	2ZH3-A	lncRNA	protein
2JPP-D	2JPP-B	lncRNA	protein
2QNH-3	2QNH-N	lncRNA	protein
2QNH-3	2QNH-L	lncRNA	protein
2QNH-3	2QNH-M	lncRNA	protein
2QNH-3	2QNH-H	lncRNA	protein
2QNH-3	2QNH-S	lncRNA	protein
3IY9-A	3IY9-S	lncRNA	protein
3IY9-A	3IY9-Q	lncRNA	protein
3IY9-A	3IY9-Y	lncRNA	protein
3IY9-A	3IY9-B	lncRNA	protein
3IY9-A	3IY9-T	lncRNA	protein
3IY9-A	3IY9-C	lncRNA	protein
3IY9-A	3IY9-L	lncRNA	protein
3IY9-A	3IY9-G	lncRNA	protein
3IY9-A	3IY9-R	lncRNA	protein
3IY9-A	3IY9-M	lncRNA	protein
3IY9-A	3IY9-I	lncRNA	protein
3IY9-A	3IY9-N	lncRNA	protein
3IY9-A	3IY9-J	lncRNA	protein
3IY9-A	3IY9-D	lncRNA	protein
3IY9-A	3IY9-O	lncRNA	protein
3IY9-A	3IY9-K	lncRNA	protein
2WRN-Y	2WRN-M	lncRNA	protein
2WRN-Y	2WRN-L	lncRNA	protein
2WRN-Y	2WRN-Z	lncRNA	protein
3CZ3-E	3CZ3-A	lncRNA	protein
1MVR-B	1MVR-O	lncRNA	protein
2ZJR-Y	2ZJR-W	lncRNA	protein
2ZJR-Y	2ZJR-D	lncRNA	protein
2ZJR-Y	2ZJR-T	lncRNA	protein
3CF5-Z	3CF5-J	lncRNA	protein
3DLL-Z	3DLL-L	lncRNA	protein
2ZJR-Y	2ZJR-S	lncRNA	protein
2ZKR-1	2ZKR-T	lncRNA	protein
2ZKR-1	2ZKR-V	lncRNA	protein
2ZKR-1	2ZKR-S	lncRNA	protein
2ZKR-1	2ZKR-3	lncRNA	protein
2ZKR-1	2ZKR-R	lncRNA	protein
2ZKR-1	2ZKR-2	lncRNA	protein
2ZKR-1	2ZKR-M	lncRNA	protein
2ZKR-1	2ZKR-C	lncRNA	protein
2CV1-D	2CV1-B	lncRNA	protein
3BO0-G	3BO0-A	lncRNA	protein
3BO1-G	3BO1-B	lncRNA	protein
3CZ3-G	3CZ3-B	lncRNA	protein
1AQ4-S	1AQ4-C	lncRNA	protein
2C4Y-S	2C4Y-C	lncRNA	protein
3DH3-F	3DH3-B	lncRNA	protein
1VSP-X	1VSP-X	lncRNA	protein
1VSP-X	1VSP-E	lncRNA	protein
1VSP-X	1VSP-K	lncRNA	protein
1VSP-X	1VSP-U	lncRNA	protein
3I9E-B	3I9E-P	lncRNA	protein
3I9E-B	3I9E-Q	lncRNA	protein
3I9E-B	3I9E-4	lncRNA	protein
1VSP-X	1VSP-T	lncRNA	protein
1FJE-A	1FJE-B	lncRNA	protein
3MRZ-A	3MRZ-N	lncRNA	protein
3FIN-A	3FIN-U	lncRNA	protein
3FIN-A	3FIN-3	lncRNA	protein
3MRZ-A	3MRZ-E	lncRNA	protein
3MRZ-A	3MRZ-G	lncRNA	protein
3MS1-A	3MS1-F	lncRNA	protein
3MS1-A	3MS1-2	lncRNA	protein
3MRZ-A	3MRZ-T	lncRNA	protein
3MS1-A	3MS1-W	lncRNA	protein
3MRZ-A	3MRZ-D	lncRNA	protein
3MS1-A	3MS1-L	lncRNA	protein
3FIN-A	3FIN-L	lncRNA	protein
3MRZ-A	3MRZ-M	lncRNA	protein
3MS1-A	3MS1-Y	lncRNA	protein
3MS1-A	3MS1-O	lncRNA	protein
3MS1-A	3MS1-R	lncRNA	protein
3FIN-A	3FIN-D	lncRNA	protein
3MS1-A	3MS1-S	lncRNA	protein
3MRZ-A	3MRZ-3	lncRNA	protein
3MS1-A	3MS1-5	lncRNA	protein
3FIN-A	3FIN-2	lncRNA	protein
3FIN-A	3FIN-I	lncRNA	protein
3FIN-A	3FIN-Y	lncRNA	protein
3MS1-A	3MS1-J	lncRNA	protein
3MRZ-A	3MRZ-I	lncRNA	protein
3FIN-A	3FIN-9	lncRNA	protein
3FIN-A	3FIN-C	lncRNA	protein
3FIN-A	3FIN-8	lncRNA	protein
3MS1-A	3MS1-V	lncRNA	protein
3FIN-A	3FIN-T	lncRNA	protein
3MS1-A	3MS1-4	lncRNA	protein
3FIN-A	3FIN-1	lncRNA	protein
3FIN-A	3FIN-6	lncRNA	protein
3MRZ-A	3MRZ-K	lncRNA	protein
3I8G-1	3I8G-N	lncRNA	protein
3I8G-1	3I8G-F	lncRNA	protein
3I8G-1	3I8G-O	lncRNA	protein
3I8G-1	3I8G-J	lncRNA	protein
3I8G-1	3I8G-H	lncRNA	protein
3I8G-1	3I8G-G	lncRNA	protein
3KFU-N	3KFU-H	lncRNA	protein
3KFU-N	3KFU-B	lncRNA	protein
3KFU-L	3KFU-F	lncRNA	protein
3KFU-L	3KFU-G	lncRNA	protein
1QZW-B	1QZW-A	lncRNA	protein
2DLC-Y	2DLC-X	lncRNA	protein
1S03-B	1S03-G	lncRNA	protein
3BBN-A	3BBN-E	lncRNA	protein
3BBN-A	3BBN-T	lncRNA	protein
3BBN-A	3BBN-I	lncRNA	protein
3BBN-A	3BBN-J	lncRNA	protein
3BBN-A	3BBN-U	lncRNA	protein
3BBN-A	3BBN-F	lncRNA	protein
3BBN-A	3BBN-M	lncRNA	protein
3BBN-A	3BBN-Q	lncRNA	protein
3BBN-A	3BBN-K	lncRNA	protein
3BBN-A	3BBN-L	lncRNA	protein
3BBN-A	3BBN-G	lncRNA	protein
3BBN-A	3BBN-R	lncRNA	protein
3BBN-A	3BBN-O	lncRNA	protein
3BBN-A	3BBN-P	lncRNA	protein
3BBN-A	3BBN-S	lncRNA	protein
3BBN-A	3BBN-N	lncRNA	protein
3BBN-A	3BBN-C	lncRNA	protein
3BBN-A	3BBN-H	lncRNA	protein
3BBN-A	3BBN-B	lncRNA	protein
3BBN-A	3BBN-D	lncRNA	protein
2ZKR-W	2ZKR-L	lncRNA	protein
1ZDH-R	1ZDH-A	lncRNA	protein
1P6V-B	1P6V-C	lncRNA	protein
1SDS-D	1SDS-C	lncRNA	protein
2OM7-B	2OM7-L	lncRNA	protein
2GJE-R	2GJE-D	lncRNA	protein
2GJE-R	2GJE-A	lncRNA	protein
2IZ8-R	2IZ8-A	lncRNA	protein
2WYY-S	2WYY-J	lncRNA	protein
3I1S-V	3I1S-I	lncRNA	protein
2FK6-R	2FK6-A	lncRNA	protein
1Q2R-F	1Q2R-C	lncRNA	protein
2OM7-D	2OM7-L	lncRNA	protein
3DEG-G	3DEG-H	lncRNA	protein
3DEG-G	3DEG-C	lncRNA	protein
1A9N-R	1A9N-D	lncRNA	protein
1A9N-Q	1A9N-A	lncRNA	protein
2IY3-B	2IY3-A	lncRNA	protein
2UUA-Y	2UUA-M	lncRNA	protein
2UUA-Y	2UUA-L	lncRNA	protein
2PXV-B	2PXV-A	lncRNA	protein
1ML5-A	1ML5-P	lncRNA	protein
1ML5-A	1ML5-Z	lncRNA	protein
2HGJ-A	2HGJ-D	lncRNA	protein
2X9S-A	2X9S-R	lncRNA	protein
2WRR-A	2WRR-U	lncRNA	protein
2HGU-A	2HGU-2	lncRNA	protein
2X9U-A	2X9U-F	lncRNA	protein
2HGQ-A	2HGQ-H	lncRNA	protein
2WRR-A	2WRR-G	lncRNA	protein
2X9S-A	2X9S-5	lncRNA	protein
2B66-A	2B66-K	lncRNA	protein
2WRR-A	2WRR-X	lncRNA	protein
2HGU-A	2HGU-Z	lncRNA	protein
2X9S-A	2X9S-E	lncRNA	protein
2WRO-A	2WRO-P	lncRNA	protein
1GIY-A	1GIY-L	lncRNA	protein
2WRR-A	2WRR-Q	lncRNA	protein
2WRJ-A	2WRJ-2	lncRNA	protein
2WRO-A	2WRO-S	lncRNA	protein
1YL3-A	1YL3-2	lncRNA	protein
1YL3-A	1YL3-J	lncRNA	protein
2HGQ-A	2HGQ-D	lncRNA	protein
2WRO-A	2WRO-0	lncRNA	protein
2X9U-A	2X9U-0	lncRNA	protein
2WRR-A	2WRR-W	lncRNA	protein
2WRL-A	2WRL-6	lncRNA	protein
2B66-A	2B66-Z	lncRNA	protein
2HGJ-A	2HGJ-K	lncRNA	protein
2WRR-A	2WRR-Y	lncRNA	protein
2HGQ-A	2HGQ-M	lncRNA	protein
2X9U-A	2X9U-9	lncRNA	protein
2HGJ-A	2HGJ-C	lncRNA	protein
2B9P-A	2B9P-G	lncRNA	protein
1GIY-A	1GIY-E	lncRNA	protein
2X9U-A	2X9U-8	lncRNA	protein
1YL3-A	1YL3-P	lncRNA	protein
2B9N-A	2B9N-X	lncRNA	protein
1GIY-A	1GIY-Q	lncRNA	protein
2B9N-A	2B9N-F	lncRNA	protein
1GIY-A	1GIY-O	lncRNA	protein
2B66-A	2B66-N	lncRNA	protein
1ML5-A	1ML5-U	lncRNA	protein
1YL3-A	1YL3-W	lncRNA	protein
1YL3-A	1YL3-R	lncRNA	protein
1YL3-A	1YL3-7	lncRNA	protein
2B9N-A	2B9N-4	lncRNA	protein
2HGU-A	2HGU-Y	lncRNA	protein
2B9N-A	2B9N-D	lncRNA	protein
2X9U-A	2X9U-T	lncRNA	protein
2HGU-A	2HGU-6	lncRNA	protein
1YL3-A	1YL3-6	lncRNA	protein
2WRO-A	2WRO-1	lncRNA	protein
2X9U-A	2X9U-O	lncRNA	protein
1ML5-A	1ML5-R	lncRNA	protein
3I9E-A	3I9E-0	lncRNA	protein
3I9E-A	3I9E-1	lncRNA	protein
3I9E-A	3I9E-X	lncRNA	protein
3I9E-A	3I9E-F	lncRNA	protein
3I9E-A	3I9E-H	lncRNA	protein
3I9E-A	3I9E-G	lncRNA	protein
3I9E-A	3I9E-5	lncRNA	protein
3I9E-A	3I9E-T	lncRNA	protein
3I9E-A	3I9E-3	lncRNA	protein
3I9E-A	3I9E-E	lncRNA	protein
3I9E-A	3I9E-O	lncRNA	protein
3I9E-A	3I9E-P	lncRNA	protein
3I9E-A	3I9E-W	lncRNA	protein
3I9E-A	3I9E-Q	lncRNA	protein
3I9E-A	3I9E-2	lncRNA	protein
3I9E-A	3I9E-D	lncRNA	protein
3I9E-A	3I9E-S	lncRNA	protein
3I9E-A	3I9E-6	lncRNA	protein
3I9E-A	3I9E-K	lncRNA	protein
3I9E-A	3I9E-U	lncRNA	protein
3I9E-A	3I9E-M	lncRNA	protein
3I9E-A	3I9E-8	lncRNA	protein
3I9E-A	3I9E-V	lncRNA	protein
3I9E-A	3I9E-R	lncRNA	protein
3I9E-A	3I9E-7	lncRNA	protein
3I9E-A	3I9E-Z	lncRNA	protein
3I9E-A	3I9E-N	lncRNA	protein
1URN-P	1URN-A	lncRNA	protein
2BH2-C	2BH2-A	lncRNA	protein
2V47-A	2V47-R	lncRNA	protein
2J01-A	2J01-U	lncRNA	protein
2J03-A	2J03-3	lncRNA	protein
2J03-A	2J03-H	lncRNA	protein
2V47-A	2V47-H	lncRNA	protein
2J03-A	2J03-F	lncRNA	protein
2J01-A	2J01-H	lncRNA	protein
2V47-A	2V47-G	lncRNA	protein
2V49-A	2V49-5	lncRNA	protein
2J01-A	2J01-X	lncRNA	protein
2J03-A	2J03-0	lncRNA	protein
2J03-A	2J03-E	lncRNA	protein
2J01-A	2J01-P	lncRNA	protein
2J01-A	2J01-Q	lncRNA	protein
2J01-A	2J01-2	lncRNA	protein
2J01-A	2J01-S	lncRNA	protein
2V47-A	2V47-V	lncRNA	protein
2J01-A	2J01-D	lncRNA	protein
2V49-A	2V49-W	lncRNA	protein
2J01-A	2J01-6	lncRNA	protein
2V49-A	2V49-I	lncRNA	protein
2V47-A	2V47-Y	lncRNA	protein
2J03-A	2J03-N	lncRNA	protein
2V49-A	2V49-C	lncRNA	protein
2J03-A	2J03-8	lncRNA	protein
2V49-A	2V49-Z	lncRNA	protein
2V47-A	2V47-T	lncRNA	protein
2J01-A	2J01-7	lncRNA	protein
2V47-A	2V47-1	lncRNA	protein
2J01-A	2J01-O	lncRNA	protein
3HTX-E	3HTX-D	lncRNA	protein
1YHQ-0	1YHQ-P	lncRNA	protein
1YIJ-0	1YIJ-P	lncRNA	protein
1YJW-0	1YJW-T	lncRNA	protein
1YJW-0	1YJW-X	lncRNA	protein
1YJ9-0	1YJ9-V	lncRNA	protein
1YJW-0	1YJW-F	lncRNA	protein
1YIT-0	1YIT-D	lncRNA	protein
1YIJ-0	1YIJ-B	lncRNA	protein
1YHQ-0	1YHQ-R	lncRNA	protein
1YJN-0	1YJN-A	lncRNA	protein
1YJW-0	1YJW-H	lncRNA	protein
1YJ9-0	1YJ9-S	lncRNA	protein
1YJN-0	1YJN-N	lncRNA	protein
1YJN-0	1YJN-C	lncRNA	protein
1YIJ-0	1YIJ-M	lncRNA	protein
1YJW-0	1YJW-L	lncRNA	protein
1YIJ-0	1YIJ-J	lncRNA	protein
1YJ9-0	1YJ9-T	lncRNA	protein
1YIJ-0	1YIJ-V	lncRNA	protein
1YJW-0	1YJW-E	lncRNA	protein
1YJN-0	1YJN-U	lncRNA	protein
1YI2-0	1YI2-Z	lncRNA	protein
1YI2-0	1YI2-1	lncRNA	protein
1YHQ-0	1YHQ-W	lncRNA	protein
1YIJ-0	1YIJ-2	lncRNA	protein
1YJN-0	1YJN-Q	lncRNA	protein
1YJN-0	1YJN-G	lncRNA	protein
1YJ9-0	1YJ9-P	lncRNA	protein
1YJ9-0	1YJ9-O	lncRNA	protein
1YIT-0	1YIT-X	lncRNA	protein
1YJN-0	1YJN-3	lncRNA	protein
1YIT-0	1YIT-Y	lncRNA	protein
1YIT-0	1YIT-I	lncRNA	protein
1YHQ-0	1YHQ-K	lncRNA	protein
2HW8-B	2HW8-A	lncRNA	protein
3CIY-D	3CIY-A	lncRNA	protein
3KTV-A	3KTV-B	lncRNA	protein
2D6F-F	2D6F-D	lncRNA	protein
1UN6-F	1UN6-B	lncRNA	protein
2RFK-D	2RFK-B	lncRNA	protein
3HJY-C	3HJY-A	lncRNA	protein
2C50-R	2C50-A	lncRNA	protein
1H3E-B	1H3E-A	lncRNA	protein
1F6U-B	1F6U-A	lncRNA	protein
2J0Q-H	2J0Q-I	lncRNA	protein
2J0Q-H	2J0Q-B	lncRNA	protein
1AUD-B	1AUD-A	lncRNA	protein
1JID-B	1JID-A	lncRNA	protein
2V48-X	2V48-M	lncRNA	protein
2V48-X	2V48-L	lncRNA	protein
2V46-X	2V46-G	lncRNA	protein
2OTJ-9	2OTJ-N	lncRNA	protein
3CC4-9	3CC4-Q	lncRNA	protein
3CC7-9	3CC7-D	lncRNA	protein
1Q82-B	1Q82-J	lncRNA	protein
1QVF-9	1QVF-M	lncRNA	protein
1VQ8-9	1VQ8-W	lncRNA	protein
3CCE-9	3CCE-Q	lncRNA	protein
1KOG-K	1KOG-D	lncRNA	protein
1ZBH-F	1ZBH-D	lncRNA	protein
1Q2S-E	1Q2S-A	lncRNA	protein
3I9D-A	3I9D-P	lncRNA	protein
3I9D-A	3I9D-N	lncRNA	protein
3I9D-A	3I9D-M	lncRNA	protein
3I9B-A	3I9B-I	lncRNA	protein
3I9B-A	3I9B-L	lncRNA	protein
3I9B-A	3I9B-F	lncRNA	protein
3I9D-A	3I9D-O	lncRNA	protein
3I9D-A	3I9D-J	lncRNA	protein
3I9B-A	3I9B-W	lncRNA	protein
3I9D-A	3I9D-Q	lncRNA	protein
3I9B-A	3I9B-T	lncRNA	protein
3I9B-A	3I9B-X	lncRNA	protein
3I9B-A	3I9B-U	lncRNA	protein
3I9D-A	3I9D-V	lncRNA	protein
3I9D-A	3I9D-S	lncRNA	protein
3I9B-A	3I9B-K	lncRNA	protein
3I9B-A	3I9B-E	lncRNA	protein
3I9B-A	3I9B-R	lncRNA	protein
3I9B-A	3I9B-H	lncRNA	protein
3I9D-A	3I9D-G	lncRNA	protein
2I82-H	2I82-D	lncRNA	protein
2NUF-C	2NUF-A	lncRNA	protein
2B3J-G	2B3J-C	lncRNA	protein
2XLJ-B	2XLJ-A	lncRNA	protein
2ZKR-B	2ZKR-M	lncRNA	protein
2ZKR-B	2ZKR-F	lncRNA	protein
3EQ3-D	3EQ3-X	lncRNA	protein
3F1F-A	3F1F-R	lncRNA	protein
3D5D-A	3D5D-U	lncRNA	protein
3D5D-A	3D5D-3	lncRNA	protein
3F1H-A	3F1H-F	lncRNA	protein
3F1H-A	3F1H-H	lncRNA	protein
3F1H-A	3F1H-G	lncRNA	protein
3F1F-A	3F1F-5	lncRNA	protein
3F1H-A	3F1H-X	lncRNA	protein
3F1F-A	3F1F-0	lncRNA	protein
3D5D-A	3D5D-E	lncRNA	protein
3D5B-A	3D5B-P	lncRNA	protein
3F1H-A	3F1H-K	lncRNA	protein
3F1F-A	3F1F-Q	lncRNA	protein
3D5D-A	3D5D-2	lncRNA	protein
